roll : -3.11715804406, pitch : -0.0532325421858, yaw : -0.365821011218
roll : 3.11663444529, pitch : -0.0788888821901, yaw : -0.745953722302
roll : 3.11872884039, pitch : -0.0856956662729, yaw : -0.761836218496
roll : 3.11820524161, pitch : -0.0961676417849, yaw : -0.767770337952
roll : 3.12291763059, pitch : -0.0972148393361, yaw : -0.762359817271
roll : 3.13094614515, pitch : -0.0970403064109, yaw : -0.752411440535
roll : 3.13478586951, pitch : -0.0956440430093, yaw : -0.738448806519
roll : 3.13792746216, pitch : -0.0911061869541, yaw : -0.715584993318
roll : -3.14019639019, pitch : -0.0849975345721, yaw : -0.67840948025
roll : -3.13146974393, pitch : -0.0799360797413, yaw : -0.627620399017
roll : -3.12553562447, pitch : -0.0698131700798, yaw : -0.561123354516
roll : -3.11558724774, pitch : -0.0600393262686, yaw : -0.487994058858
roll : -3.10546433807, pitch : -0.0556760031386, yaw : -0.40282199136
roll : -3.09865755399, pitch : -0.0616101225954, yaw : -0.311192205631
roll : -3.08748744678, pitch : -0.0748746249106, yaw : -0.230208928338
roll : -3.07963346514, pitch : -0.0883136601509, yaw : -0.156905099754
roll : -3.07457201031, pitch : -0.0940732466825, yaw : -0.0881391272257
roll : -3.06654349575, pitch : -0.0989601685881, yaw : -0.0363028484415
roll : -3.05694418487, pitch : -0.105592419746, yaw : 0.00349065850399
roll : -3.05135913126, pitch : -0.111002940427, yaw : 0.0286233997327
roll : -3.04961380201, pitch : -0.114493598931, yaw : 0.0378736447683
roll : -3.05223179589, pitch : -0.112573736754, yaw : 0.0396189740203
roll : -3.05624605317, pitch : -0.1094321441, yaw : 0.0310668606855
roll : -3.06759069331, pitch : -0.10471975512, yaw : 0.0151843644924
roll : -3.07561920786, pitch : -0.0959931088597, yaw : -0.0101229096616
roll : -3.08504398583, pitch : -0.0916297857297, yaw : -0.0466002910282
roll : -3.09673769181, pitch : -0.0890117918517, yaw : -0.0897099235525
roll : -3.09970475154, pitch : -0.0846484687217, yaw : -0.13962634016
roll : -3.10528980515, pitch : -0.0836012711705, yaw : -0.198094870101
roll : -3.11122392461, pitch : -0.0851720674973, yaw : -0.260926723173
roll : -3.11698351114, pitch : -0.0893608577021, yaw : -0.333183354206
roll : -3.12588469032, pitch : -0.0942477796077, yaw : -0.418180888778
roll : -3.13565853413, pitch : -0.0989601685881, yaw : -0.503003890425
roll : 3.13984732434, pitch : -0.103672557568, yaw : -0.58171823969
roll : 3.13653119876, pitch : -0.110304808726, yaw : -0.652753140246
roll : 3.124313894, pitch : -0.113271868454, yaw : -0.707207412908
roll : 3.11890337331, pitch : -0.111701072128, yaw : -0.745081057676
roll : 3.11384191848, pitch : -0.119031454986, yaw : -0.773355391559
roll : 3.10825686488, pitch : -0.127932634171, yaw : -0.790285085303
roll : 3.1091295295, pitch : -0.128805298797, yaw : -0.79621920476
roll : 3.11471458311, pitch : -0.127758101246, yaw : -0.795172007209
roll : 3.11750710991, pitch : -0.129852496348, yaw : -0.790459618228
roll : 3.12326669644, pitch : -0.134041286553, yaw : -0.785223630472
roll : 3.12745548665, pitch : -0.13526301703, yaw : -0.773878990334
roll : 3.13181880978, pitch : -0.135786615805, yaw : -0.751364242984
roll : 3.14141812066, pitch : -0.132819556077, yaw : -0.71296699944
roll : -3.12832815127, pitch : -0.128456232947, yaw : -0.658338193852
roll : -3.11768164284, pitch : -0.123045712266, yaw : -0.59917153221
roll : -3.10476620637, pitch : -0.121125850088, yaw : -0.540353936417
roll : -3.09726129059, pitch : -0.11780972451, yaw : -0.465828377357
roll : -3.08312412365, pitch : -0.112224670903, yaw : -0.375420322104
roll : -3.0661944299, pitch : -0.115540796482, yaw : -0.283790536374
roll : -3.05973671167, pitch : -0.123743843966, yaw : -0.189891822617
roll : -3.05013740079, pitch : -0.137357412132, yaw : -0.112922802604
roll : -3.04001449112, pitch : -0.153239908325, yaw : -0.053407075111
roll : -3.03687289847, pitch : -0.168773338668, yaw : -0.00680678408278
roll : -3.02779718636, pitch : -0.160395758258, yaw : 0.0165806278939
roll : -3.02570279126, pitch : -0.134041286553, yaw : 0.0268780704807
roll : -3.02762265343, pitch : -0.125838239069, yaw : 0.0219911485751
roll : -3.02971704854, pitch : -0.128107167096, yaw : 0.00383972435439
roll : -3.03303317412, pitch : -0.125663706144, yaw : -0.0226892802759
roll : -3.0412362216, pitch : -0.114493598931, yaw : -0.0598647933434
roll : -3.05013740079, pitch : -0.105941485596, yaw : -0.108384946549
roll : -3.05729325072, pitch : -0.104196156344, yaw : -0.156032435128
roll : -3.06514723235, pitch : -0.103847090494, yaw : -0.189368223841
roll : -3.07003415426, pitch : -0.0989601685881, yaw : -0.222529479629
roll : -3.08731291385, pitch : -0.0989601685881, yaw : -0.252200076913
roll : -3.10336994297, pitch : -0.102276294167, yaw : -0.275063890114
roll : -3.12256856474, pitch : -0.106290551446, yaw : -0.290946386307
roll : -3.13530946828, pitch : -0.103672557568, yaw : -0.301592894745
roll : -3.13496040243, pitch : -0.102450827092, yaw : -0.308748744678
roll : -3.12221949889, pitch : -0.0966912405605, yaw : -0.314333798284
roll : -3.09377063209, pitch : -0.0750491578358, yaw : -0.313635666583
roll : -3.06375096895, pitch : -0.0359537825911, yaw : -0.307352481276
roll : -3.04821753861, pitch : 0.0254818070791, yaw : -0.304036355697
roll : -3.03076424609, pitch : 0.130376095124, yaw : -0.307876080052
roll : -3.00318804391, pitch : 0.257959663445, yaw : -0.315031929985
roll : -2.98521115261, pitch : 0.369311669722, yaw : -0.320093384816
roll : -2.95920574676, pitch : 0.442440965381, yaw : -0.318697121414
roll : -2.91836504226, pitch : 0.459021593275, yaw : -0.31049407393
roll : -2.88555285232, pitch : 0.428827397215, yaw : -0.299323966717
roll : -2.86687782933, pitch : 0.381179908636, yaw : -0.293913446036
roll : -2.87281194878, pitch : 0.343131730942, yaw : -0.294786110662
roll : -2.90108628266, pitch : 0.309795942229, yaw : -0.299673032567
roll : -2.9325022092, pitch : 0.264068315827, yaw : -0.311715804406
roll : -2.97020132104, pitch : 0.197222205475, yaw : -0.326551103048
roll : -3.0148817499, pitch : 0.130550628049, yaw : -0.34540065897
roll : -3.06497269943, pitch : 0.0869173967493, yaw : -0.361283155163
roll : -3.11820524161, pitch : 0.0368264472171, yaw : -0.375420322104
roll : 3.11820524161, pitch : -0.0347320521147, yaw : -0.390953752447
roll : 3.07788813589, pitch : -0.118682389136, yaw : -0.406312649864
roll : 3.04001449112, pitch : -0.197571271326, yaw : -0.414864763199
roll : 3.01610348037, pitch : -0.259704992697, yaw : -0.416959158301
roll : 2.98503661969, pitch : -0.300371164268, yaw : -0.413643032723
roll : 2.96548893206, pitch : -0.316428193387, yaw : -0.412595835171
roll : 2.95623868703, pitch : -0.317300858013, yaw : -0.413992098573
roll : 2.94908283709, pitch : -0.311890337331, yaw : -0.413468499797
roll : 2.95204989682, pitch : -0.310319541005, yaw : -0.412595835171
roll : 2.95798401628, pitch : -0.311715804406, yaw : -0.411374104695
roll : 2.9712485186, pitch : -0.29740410454, yaw : -0.412770368097
roll : 2.99917378663, pitch : -0.25813419637, yaw : -0.416086493675
roll : 3.0384436948, pitch : -0.194953277448, yaw : -0.420449816805
roll : 3.07736453712, pitch : -0.11780972451, yaw : -0.422544211908
roll : 3.11855430746, pitch : -0.0431096325243, yaw : -0.42428954116
roll : -3.11523818188, pitch : 0.0345575191895, yaw : -0.42027528388
roll : -3.06322737018, pitch : 0.12287117934, yaw : -0.409454242518
roll : -3.02413199493, pitch : 0.211882971192, yaw : -0.398982267006
roll : -2.9934142001, pitch : 0.291819050933, yaw : -0.391826417073
roll : -2.95850761506, pitch : 0.368788070946, yaw : -0.383274303738
roll : -2.93843632866, pitch : 0.441044701979, yaw : -0.371231531899
roll : -2.92813888607, pitch : 0.487470460082, yaw : -0.36355208319
roll : -2.92220476661, pitch : 0.47699848457, yaw : -0.366344609994
roll : -2.92063397029, pitch : 0.427082067963, yaw : -0.370533400198
roll : -2.92325196417, pitch : 0.38030724401, yaw : -0.374722190403
roll : -2.93407300553, pitch : 0.353254640604, yaw : -0.380481776935
roll : -2.96444173451, pitch : 0.332485222505, yaw : -0.390081087821
roll : -3.00022098418, pitch : 0.300720230119, yaw : -0.401774793809
roll : -3.03634929969, pitch : 0.24504422698, yaw : -0.414690230274
roll : -3.07736453712, pitch : 0.164410015538, yaw : -0.423591409459
roll : -3.12047416964, pitch : 0.0785398163397, yaw : -0.42900193014
roll : 3.10965312828, pitch : 0.0172787595947, yaw : -0.434936049597
roll : 3.04943926908, pitch : -0.0235619449019, yaw : -0.444709893408
roll : 2.98852727819, pitch : -0.0848230016469, yaw : -0.456054533546
roll : 2.93267674213, pitch : -0.162490153361, yaw : -0.460417856676
roll : 2.90911479722, pitch : -0.201760061531, yaw : -0.457625329873
roll : 2.89393043273, pitch : -0.198269403027, yaw : -0.455530934771
roll : 2.88520378647, pitch : -0.190066355542, yaw : -0.45954519205
roll : 2.88991617545, pitch : -0.18360863731, yaw : -0.462163185928
roll : 2.89864282171, pitch : -0.179943445881, yaw : -0.462686784704
roll : 2.91627064716, pitch : -0.172962128873, yaw : -0.461115988377
roll : 2.94890830417, pitch : -0.14905111812, yaw : -0.459021593275
roll : 2.9761354405, pitch : -0.112748269679, yaw : -0.453960138444
roll : 3.00248991221, pitch : -0.0696386371546, yaw : -0.444011761707
roll : 3.04315608378, pitch : -0.0132645023152, yaw : -0.42865286429
roll : 3.07893533344, pitch : 0.0555014702134, yaw : -0.404741853537
roll : 3.10511527222, pitch : 0.104196156344, yaw : -0.388510291494
roll : 3.12536109155, pitch : 0.112399203828, yaw : -0.38030724401
roll : -3.11384191848, pitch : 0.0912807198793, yaw : -0.365122879517
roll : -3.05799138242, pitch : 0.0446804288511, yaw : -0.346622389446
roll : -3.00615510364, pitch : 0.00383972435439, yaw : -0.3282964323
roll : -2.95623868703, pitch : -0.046425758103, yaw : -0.318348055564
roll : -2.91766691056, pitch : -0.113097335529, yaw : -0.313984732434
roll : -2.87787340361, pitch : -0.176103721526, yaw : -0.312239403182
roll : -2.85448599164, pitch : -0.233525053917, yaw : -0.308923277603
roll : -2.84069789055, pitch : -0.283266937599, yaw : -0.303163691071
roll : -2.81783407734, pitch : -0.311017672705, yaw : -0.301941960595
roll : -2.81189995789, pitch : -0.319918851891, yaw : -0.304559954473
roll : -2.81032916156, pitch : -0.316253660461, yaw : -0.308748744678
roll : -2.81835767612, pitch : -0.308574211753, yaw : -0.31049407393
roll : -2.83790536374, pitch : -0.290422787532, yaw : -0.314333798284
roll : -2.86897222443, pitch : -0.257086998819, yaw : -0.315380995835
roll : -2.90911479722, pitch : -0.207170582212, yaw : -0.313635666583
roll : -2.96653612961, pitch : -0.134739418254, yaw : -0.307701547127
roll : -3.02517919248, pitch : -0.0628318530718, yaw : -0.305432619099
roll : -3.08748744678, pitch : -0.0136135681656, yaw : -0.316079127536
roll : 3.12972441468, pitch : 0.0342084533391, yaw : -0.324282175021
roll : 3.07753907004, pitch : 0.0975639051865, yaw : -0.326376570123
roll : 3.02587732418, pitch : 0.17051866792, yaw : -0.327074701824
roll : 2.97840436853, pitch : 0.236841179496, yaw : -0.333357887131
roll : 2.94070525669, pitch : 0.279601746169, yaw : -0.347145988222
roll : 2.91208185695, pitch : 0.297578637465, yaw : -0.357268897883
roll : 2.90492600702, pitch : 0.289724655831, yaw : -0.359712358836
roll : 2.91208185695, pitch : 0.268257106032, yaw : -0.355523568631
roll : 2.92866248485, pitch : 0.246789556232, yaw : -0.351509311352
roll : 2.95850761506, pitch : 0.216246294322, yaw : -0.348716784548
roll : 3.00057005003, pitch : 0.162839219211, yaw : -0.341211868765
roll : 3.04961380201, pitch : 0.0877900613753, yaw : -0.326551103048
roll : 3.11628537944, pitch : -0.00453785605519, yaw : -0.310319541005
roll : -3.09743582351, pitch : -0.0977384381117, yaw : -0.30647981665
roll : -3.04210888623, pitch : -0.159697626557, yaw : -0.304036355697
roll : -2.98398942213, pitch : -0.200363798129, yaw : -0.309970475154
roll : -2.93564380185, pitch : -0.232826922216, yaw : -0.315031929985
roll : -2.89777015709, pitch : -0.270526034059, yaw : -0.313635666583
roll : -2.85396239286, pitch : -0.313112067808, yaw : -0.312937534883
roll : -2.83581096864, pitch : -0.336848545635, yaw : -0.312064870257
roll : -2.82917871748, pitch : -0.327249234749, yaw : -0.31084313978
roll : -2.82690978946, pitch : -0.32794736645, yaw : -0.312413936107
roll : -2.83197124429, pitch : -0.331438024954, yaw : -0.313635666583
roll : -2.84191962102, pitch : -0.325329372572, yaw : -0.315904594611
roll : -2.86303810497, pitch : -0.300022098418, yaw : -0.31956978604
roll : -2.90876573137, pitch : -0.240506370925, yaw : -0.318871654339
roll : -2.96356906989, pitch : -0.14835298642, yaw : -0.316951792162
roll : -3.02448106078, pitch : -0.0469493568786, yaw : -0.318173522639
roll : -3.10267181127, pitch : 0.0459021593275, yaw : -0.31922072019
roll : 3.11174752338, pitch : 0.127932634171, yaw : -0.32393310917
roll : 3.04943926908, pitch : 0.189717289692, yaw : -0.324631240871
roll : 2.99044714037, pitch : 0.236492113645, yaw : -0.323234977469
roll : 2.9311059458, pitch : 0.280648943721, yaw : -0.321664181143
roll : 2.90475147409, pitch : 0.305083553249, yaw : -0.328470965225
roll : 2.89619936076, pitch : 0.289375589981, yaw : -0.336848545635
roll : 2.90597320457, pitch : 0.265464579228, yaw : -0.334754150533
roll : 2.93773819696, pitch : 0.226892802759, yaw : -0.328645498151
roll : 2.97020132104, pitch : 0.164060949687, yaw : -0.32794736645
roll : 2.99725392445, pitch : 0.0949459113085, yaw : -0.330390827403
roll : 3.02657545588, pitch : 0.0294960643587, yaw : -0.33667401271
roll : 3.05467525684, pitch : -0.0167551608191, yaw : -0.34540065897
roll : 3.07055775303, pitch : -0.0338593874887, yaw : -0.346622389446
roll : 3.07841173467, pitch : -0.0390953752447, yaw : -0.345051593119
roll : 3.08609118338, pitch : -0.0352556508903, yaw : -0.343829862643
roll : 3.12344122937, pitch : -0.0352556508903, yaw : -0.344004395568
roll : -3.09726129059, pitch : -0.0520108117094, yaw : -0.344877060194
roll : -3.03652383262, pitch : -0.0738274273594, yaw : -0.341560934615
roll : -2.97526277587, pitch : -0.0860447321233, yaw : -0.338070276111
roll : -2.90300614484, pitch : -0.0961676417849, yaw : -0.334579617607
roll : -2.84209415395, pitch : -0.10908307825, yaw : -0.330565360328
roll : -2.80195158115, pitch : -0.11344640138, yaw : -0.327249234749
roll : -2.78537095326, pitch : -0.112922802604, yaw : -0.325503905497
roll : -2.78868707884, pitch : -0.109257611175, yaw : -0.327249234749
roll : -2.7988099885, pitch : -0.109606677025, yaw : -0.330041761552
roll : -2.81905580782, pitch : -0.115540796482, yaw : -0.332834288355
roll : -2.87124115246, pitch : -0.117460658659, yaw : -0.334928683458
roll : -2.93791272988, pitch : -0.110479341651, yaw : -0.339641072438
roll : -3.00720230119, pitch : -0.104545222194, yaw : -0.347669586997
roll : -3.09516689549, pitch : -0.0932005820565, yaw : -0.354301838155
roll : 3.10860593073, pitch : -0.0750491578358, yaw : -0.357268897883
roll : 3.03669836554, pitch : -0.0593411945678, yaw : -0.361632221013
roll : 2.95170083097, pitch : -0.0431096325243, yaw : -0.365122879517
roll : 2.87752433776, pitch : -0.0279252680319, yaw : -0.36791540632
roll : 2.82115020292, pitch : -0.0277507351067, yaw : -0.373325927002
roll : 2.76966298999, pitch : -0.0380481776935, yaw : -0.378736447683
roll : 2.73981785978, pitch : -0.0417133691227, yaw : -0.381878040336
roll : 2.73423280617, pitch : -0.0471238898038, yaw : -0.384321501289
roll : 2.72707695624, pitch : -0.0485201532054, yaw : -0.385194165915
roll : 2.73039308182, pitch : -0.0425860337487, yaw : -0.387114028092
roll : 2.74016692563, pitch : -0.0418879020479, yaw : -0.386066830541
roll : 2.76477606808, pitch : -0.0446804288511, yaw : -0.387288561018
roll : 2.81364528714, pitch : -0.049043751981, yaw : -0.389208423195
roll : 2.87647714021, pitch : -0.0541052068118, yaw : -0.393222680474
roll : 2.93861086158, pitch : -0.0574213323906, yaw : -0.395317075577
roll : 3.02413199493, pitch : -0.054279739737, yaw : -0.396887871904
roll : 3.12623375617, pitch : -0.0452040276267, yaw : -0.397062404829
roll : -3.06444910065, pitch : -0.0390953752447, yaw : -0.395840674352
roll : -2.97805530268, pitch : -0.0370009801423, yaw : -0.396538806053
roll : -2.89235963641, pitch : -0.0390953752447, yaw : -0.399331332856
roll : -2.82324459803, pitch : -0.0417133691227, yaw : -0.397411470679
roll : -2.7752480436, pitch : -0.0399680398707, yaw : -0.393571746325
roll : -2.74976623652, pitch : -0.0359537825911, yaw : -0.392699081699
roll : -2.73999239271, pitch : -0.0354301838155, yaw : -0.393048147549
roll : -2.74138865611, pitch : -0.0417133691227, yaw : -0.39374627925
roll : -2.74679917679, pitch : -0.0548033385126, yaw : -0.396015207278
roll : -2.75552582305, pitch : -0.066497044501, yaw : -0.396713338978
roll : -2.77612070822, pitch : -0.0713839664066, yaw : -0.392873614624
roll : -2.82341913095, pitch : -0.0640535835482, yaw : -0.387986692718
roll : -2.88694911572, pitch : -0.0521853446346, yaw : -0.382925237888
roll : -2.93843632866, pitch : -0.0434586983747, yaw : -0.37594392088
roll : -2.99236700254, pitch : -0.0408407044967, yaw : -0.374547657478
roll : -3.06148204092, pitch : -0.0340339204139, yaw : -0.365995544143
roll : -3.10092648202, pitch : -0.0204203522483, yaw : -0.35482543693
roll : -3.11925243916, pitch : -0.0115191730632, yaw : -0.350985712576
roll : -3.13077161223, pitch : -0.00872664625997, yaw : -0.350811179651
roll : -3.13216787563, pitch : -0.00418879020479, yaw : -0.351683844277
roll : -3.131295211, pitch : -0.0010471975512, yaw : -0.354301838155
roll : -3.13391320488, pitch : -0.0261799387799, yaw : -0.358665161285
roll : -3.1326914744, pitch : -0.0839503370209, yaw : -0.36355208319
roll : -3.13024801345, pitch : -0.152890842475, yaw : -0.364773813667
roll : -3.13321507318, pitch : -0.216246294322, yaw : -0.364599280742
